ID,Updated,Confirmed,ConfirmedChange,Deaths,DeathsChange,Recovered,RecoveredChange,Latitude,Longitude,ISO2,ISO3,Country_Region,AdminRegion1,AdminRegion2
1111128,03/24/2020,3010,539,113,26,71,5,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
1302918,03/25/2020,3406,396,134,21,77,6,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
1402546,03/26/2020,3793,387,144,10,92,15,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
1539968,03/27/2020,4277,484,175,31,139,47,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
1775975,03/28/2020,4682,405,207,32,148,9,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
1785749,03/29/2020,5405,723,236,29,155,7,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
2316506,03/30/2020,6392,987,308,72,182,27,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
2610292,03/31/2020,6392,0,308,0,182,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
3030991,04/01/2020,6972,580,343,35,228,46,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
3033379,04/02/2020,7374,402,376,33,258,30,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
3371683,04/03/2020,7869,495,426,50,463,205,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
3398719,04/04/2020,7869,0,426,0,665,202,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
3952669,04/05/2020,8581,712,491,65,798,133,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
4272329,04/06/2020,8767,186,528,37,900,102,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
4249237,04/07/2020,8767,0,528,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
4463705,04/08/2020,8997,230,605,77,1193,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
4717730,04/09/2020,9261,264,671,66,652,-541,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
5007505,04/10/2020,9712,451,737,66,1630,978,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
5116287,04/11/2020,10006,294,799,62,1838,208,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
5259273,04/13/2020,10187,91,815,8,2032,97,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
5305273,04/14/2020,10192,5,836,21,2224,192,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
5317747,04/15/2020,10595,403,865,29,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
5384746,04/16/2020,10807,212,912,47,2634,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
5433704,04/17/2020,11053,246,940,28,2634,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
5440637,04/18/2020,11053,0,940,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
5454483,04/19/2020,11205,152,993,53,3116,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
5466395,04/20/2020,11447,242,1005,12,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
5486410,04/21/2020,11447,0,1017,12,3411,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
5521503,04/22/2020,11610,163,1050,33,3569,158,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
6889560,04/23/2020,12495,885,1078,28,1107,-2462,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
6889392,04/24/2020,12495,0,1107,29,3992,2885,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
6969081,04/26/2020,11774,-721,1145,38,4741,749,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
7014322,04/27/2020,12498,3,1145,38,4890,898,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
7066668,04/28/2020,12501,3,1168,23,5039,149,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
7522819,04/29/2020,12504,3,1187,19,5272,233,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
8001765,04/30/2020,12507,3,1207,20,5710,438,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
8476354,05/01/2020,12510,3,1222,15,6334,624,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
8918803,05/02/2020,12513,3,1238,16,6821,487,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
9386546,05/03/2020,12516,3,1256,18,6897,76,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
9861826,05/04/2020,12519,3,1263,7,7230,333,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
10304693,05/05/2020,12522,3,1267,4,7679,449,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
10775315,05/06/2020,12525,3,1281,14,7679,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
11284123,05/07/2020,12528,3,1294,13,8076,397,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
11775693,05/08/2020,12531,3,1301,7,8435,359,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
12225368,05/09/2020,12534,3,1317,16,8779,344,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
12673422,05/10/2020,12537,3,1319,2,9020,241,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
13151118,05/11/2020,12540,3,1322,3,9297,277,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
13610845,05/12/2020,12543,3,1326,4,9297,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
14063278,05/13/2020,12546,3,1332,6,9481,184,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
14845483,05/14/2020,12549,3,1344,12,10148,667,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
14920156,05/15/2020,12552,3,1347,3,10148,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
15333836,05/16/2020,12556,4,1350,3,10319,171,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
15764877,05/17/2020,12560,4,1354,4,10611,292,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
16188691,05/18/2020,12564,4,1358,4,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
16634525,05/19/2020,12568,4,1358,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
17055839,05/20/2020,12572,4,1358,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
17464630,05/21/2020,12576,4,1367,9,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
17858559,05/22/2020,12576,0,1377,10,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
18284687,05/23/2020,12584,8,1382,5,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
18684844,05/24/2020,12592,8,1387,5,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
19071099,05/25/2020,12600,8,1392,5,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
19510085,05/26/2020,12609,9,1398,6,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
20120146,05/27/2020,12609,0,1404,6,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
20682133,05/28/2020,12612,3,1404,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
21229233,05/29/2020,12615,3,1404,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
21795788,05/30/2020,12619,4,1404,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
22318508,05/31/2020,12623,4,1404,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
22917418,06/01/2020,12627,4,1404,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
23452494,06/02/2020,12631,4,1404,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
23985505,06/03/2020,12635,4,1404,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
24516672,06/04/2020,12639,4,1404,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
25043079,06/05/2020,12639,0,1404,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
25559268,06/06/2020,12759,120,1404,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
26107715,06/07/2020,12759,0,1404,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
26646344,06/08/2020,12759,0,1404,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
27207293,06/09/2020,12759,0,1404,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
27757111,06/10/2020,12800,41,1404,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
28325610,06/11/2020,12800,0,1404,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
28864369,06/12/2020,12800,0,1404,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
29355244,06/13/2020,12800,0,1404,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
29863448,06/14/2020,12800,0,1404,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
30351429,06/15/2020,12800,0,1404,0,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
30852417,06/16/2020,12873,73,1419,15,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
31452388,06/17/2020,12946,73,1434,15,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
32039660,06/18/2020,13019,73,1449,15,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
32607436,06/19/2020,13092,73,1464,15,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
33188058,06/20/2020,13165,73,1479,15,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
33774604,06/21/2020,13238,73,1494,15,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
34402400,06/22/2020,13311,73,1509,15,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
34935878,06/23/2020,13384,73,1524,15,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
35481274,06/24/2020,13457,73,1539,15,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
36092340,06/25/2020,13530,73,1555,16,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
36694159,06/26/2020,13603,73,1571,16,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
37307684,06/27/2020,13676,73,1587,16,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
37932710,06/28/2020,13749,73,1603,16,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
38546612,06/29/2020,13822,73,1619,16,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
39021733,06/30/2020,13895,73,1635,16,10611,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
39308469,07/01/2020,13968,73,1651,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
39588444,07/02/2020,14041,73,1667,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
39885369,07/03/2020,14114,73,1683,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
40156425,07/04/2020,14187,73,1699,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
40456523,07/05/2020,14260,73,1715,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
40770964,07/06/2020,14333,73,1731,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
41184993,07/07/2020,14406,73,1747,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
41495266,07/08/2020,14479,73,1763,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
41807061,07/09/2020,14552,73,1779,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
42126508,07/10/2020,14625,73,1795,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
42424487,07/11/2020,14698,73,1811,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
42736516,07/12/2020,14771,73,1827,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
43035413,07/13/2020,14844,73,1843,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
43483033,07/14/2020,14917,73,1859,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
43858706,07/15/2020,14990,73,1875,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
44259826,07/16/2020,15063,73,1891,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
44598651,07/17/2020,15136,73,1907,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
44937213,07/18/2020,15209,73,1923,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
45298994,07/19/2020,15282,73,1939,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
45593881,07/20/2020,15355,73,1955,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
45916691,07/21/2020,15428,73,1971,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
46252008,07/22/2020,15501,73,1987,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
46552372,07/23/2020,15574,73,2003,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
46905773,07/24/2020,15647,73,2019,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
47232476,07/25/2020,15720,73,2035,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
47561397,07/26/2020,15793,73,2051,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
47902159,07/27/2020,15866,73,2067,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
48215838,07/28/2020,15939,73,2083,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
48547975,07/29/2020,16012,73,2099,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
48743635,07/30/2020,16085,73,2115,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
49177950,07/31/2020,16158,73,2131,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
49483884,08/01/2020,16231,73,2147,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
49805105,08/02/2020,16304,73,2163,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
50117989,08/03/2020,16377,73,2179,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
50412360,08/04/2020,16450,73,2195,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
50719189,08/05/2020,16523,73,2211,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
51066579,08/06/2020,16596,73,2227,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
51398644,08/07/2020,16669,73,2243,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
51710163,08/08/2020,16742,73,2259,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
52033165,08/09/2020,16815,73,2275,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
52354074,08/10/2020,16889,74,2291,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
52603221,08/11/2020,16963,74,2307,16,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
53306134,08/13/2020,21610,4647,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
53630820,08/14/2020,21610,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
53972721,08/15/2020,21610,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
54299172,08/16/2020,21610,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
54631137,08/17/2020,21610,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
54953435,08/18/2020,21610,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
55282259,08/19/2020,21610,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
55595882,08/20/2020,24774,3164,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
55923651,08/21/2020,24774,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
56259364,08/22/2020,24774,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
56586839,08/23/2020,24774,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
56905061,08/24/2020,24774,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
57226253,08/25/2020,24774,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
57595564,08/26/2020,24774,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
57902360,08/27/2020,29570,4796,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
58213005,08/28/2020,29570,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
58497364,08/29/2020,29570,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
58802456,08/30/2020,29570,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
59067646,08/31/2020,29570,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
59353008,09/01/2020,29570,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
59652522,09/02/2020,29570,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
60004069,09/03/2020,29570,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
60339861,09/04/2020,35319,5749,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
60684620,09/05/2020,35319,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
61006157,09/06/2020,35319,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
61311174,09/07/2020,35319,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
61583327,09/08/2020,35319,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
61899625,09/09/2020,35319,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
61959880,09/10/2020,35319,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
62132598,09/11/2020,35319,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
63089617,09/13/2020,24782,-10537,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
63267758,09/14/2020,35977,658,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
64100993,09/16/2020,47172,11195,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
64442576,09/17/2020,48238,1066,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
64830408,09/18/2020,49620,1382,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
65233260,09/19/2020,49620,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
65630820,09/20/2020,49620,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
66012520,09/21/2020,51243,1623,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
66378312,09/22/2020,51243,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
66794337,09/23/2020,55805,4562,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
67191777,09/24/2020,57355,1550,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
67575843,09/25/2020,57355,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
67963332,09/26/2020,57355,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
68270724,09/27/2020,57355,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
68648339,09/28/2020,57355,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
69017899,09/29/2020,63503,6148,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
69430268,09/30/2020,64909,1406,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
69832842,10/01/2020,66051,1142,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
70240321,10/02/2020,67397,1346,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
70637921,10/03/2020,67397,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
71036134,10/04/2020,67397,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
71420922,10/05/2020,67397,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
71834077,10/06/2020,67397,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
72228987,10/07/2020,72146,4749,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
72628619,10/08/2020,74192,2046,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
73034968,10/09/2020,76188,1996,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
73433389,10/10/2020,76188,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
73850426,10/11/2020,76188,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
74230783,10/12/2020,76188,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
74590463,10/13/2020,76188,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
74934397,10/14/2020,83015,6827,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
75295271,10/15/2020,85405,2390,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
75634051,10/16/2020,87452,2047,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
75996580,10/17/2020,87452,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
76371399,10/18/2020,87452,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
76681209,10/19/2020,87452,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
77035140,10/20/2020,99856,12404,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
77385325,10/21/2020,103225,3369,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
77768573,10/22/2020,103225,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
78101523,10/23/2020,106176,2951,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
78446644,10/24/2020,106176,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
78771463,10/25/2020,106176,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
79073754,10/26/2020,106176,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
79425268,10/27/2020,118339,12163,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
79728873,10/28/2020,118339,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
80119365,10/29/2020,123332,4993,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
80471616,10/30/2020,128634,5302,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
80808325,10/31/2020,128634,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
81099715,11/01/2020,128634,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
81389691,11/02/2020,128634,0,,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
81715212,11/03/2020,128634,0,0,,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
82044702,11/04/2020,153450,24816,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
82381757,11/05/2020,153450,0,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
82716160,11/06/2020,156425,2975,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
83031577,11/07/2020,156425,0,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
83340408,11/08/2020,156425,0,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
83591915,11/09/2020,156425,0,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
83921369,11/10/2020,156425,0,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
84254007,11/11/2020,176302,19877,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
84548623,11/12/2020,179718,3416,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
84832004,11/13/2020,184674,4956,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
85161385,11/14/2020,184674,0,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
85486837,11/15/2020,184674,0,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
85787351,11/16/2020,184674,0,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
86107774,11/17/2020,200576,15902,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
86384918,11/18/2020,202518,1942,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
86769011,11/19/2020,205386,2868,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
87059723,11/20/2020,205386,0,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
87357675,11/21/2020,205386,0,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
87644644,11/22/2020,205386,0,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
87920172,11/23/2020,205386,0,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
88201914,11/24/2020,218306,12920,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
88460591,11/25/2020,222221,3915,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
88727964,11/26/2020,223455,1234,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
89033074,11/27/2020,227017,3562,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
89288616,11/28/2020,227017,0,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
89544841,11/29/2020,227017,0,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
89796738,11/30/2020,227017,0,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
90078335,12/01/2020,233440,6423,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
90295877,12/02/2020,234265,825,0,0,,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
90371083,12/03/2020,235820,1555,4099,4099,10671,,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
90743515,12/04/2020,235820,0,4184,85,10671,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
91089976,12/05/2020,237397,1577,4251,67,10671,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
91420047,12/06/2020,238783,1386,4296,45,10671,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
91772409,12/07/2020,238783,0,4296,0,10671,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
92111948,12/08/2020,238783,0,4296,0,10671,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
92547566,12/09/2020,242241,3458,4367,71,10671,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
92935375,12/10/2020,242241,0,4367,0,10671,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
93260931,12/11/2020,243063,822,4437,70,10671,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
93604802,12/12/2020,243636,573,4492,55,10671,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
94188970,12/13/2020,244828,1192,4524,32,10671,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
94325468,12/14/2020,244828,0,4524,0,10671,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
94634805,12/15/2020,244828,0,4524,0,10671,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
94937956,12/16/2020,248010,3182,4582,58,10671,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
95259357,12/17/2020,248611,601,4631,49,10671,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
95615377,12/18/2020,249714,1103,4656,25,10671,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
95940352,12/19/2020,251169,1455,4681,25,10671,0,37.45824,-4.56819,ES,ESP,Spain,Andalusia,
